-0.044541024	0.015573072	-0.010078691	-0.021367144	0.20600012	-0.06727756	-0.001392054	-0.21380918	-0.030937193	-0.017970102	0.0716197	-0.02909451	-0.016171096	0.036017258	-0.0069861948	0.045612507
-0.03978266	0.014098527	0.029283512	-5.5457887e-05	0.29706022	-0.026931303	-0.020393535	-0.44913808	0.042510837	-0.06042919	0.063519776	-0.018878942	-0.043493256	-0.03925747	-0.025275124	0.03519279
-0.13008559	0.13524781	0.1585051	-0.13579157	0.24082613	-0.18070452	-0.15756173	-0.19306605	0.052880928	-0.11739336	-0.11999818	0.097601764	-0.16145527	0.058879226	-0.08730405	0.11804971
0.4523365	-0.50270736	-0.51819324	0.5586522	-0.46481937	0.5841656	0.58462614	-0.06172645	-0.49602562	0.48069113	0.60607684	-0.55299383	0.5371507	-0.41643324	0.56723845	-0.5422295
0.02981387	-0.0036259529	-0.06288583	0.001376153	-0.022371808	0.0388008	-0.00093188754	0.0046340944	-0.044468	0.08173659	0.070043705	-0.02965567	0.026489252	-0.0011991323	0.023552375	-0.03702787
-0.014676484	-0.007434811	-0.025269948	0.0027747594	-0.06688844	-0.04102724	0.012207238	0.13492462	-0.04010587	0.023968183	0.0020929123	0.023936417	0.027359104	0.01347925	0.058368567	-0.030666126
0.37372506	-0.5177091	-0.4363971	0.38762754	-0.45970726	0.43695912	0.42014673	0.15323342	-0.46467933	0.5410699	0.42467183	-0.4520241	0.42915708	-0.31569168	0.46692428	-0.42833665
-0.041447252	-0.06131507	-0.044605408	0.0001316643	0.133455	0.018286876	0.039013773	-0.20949093	-0.045978706	-0.014701181	0.08373939	-0.07047469	0.007148715	-0.03371149	-0.018933449	-0.054417208
0.5047349	-0.52649486	-0.51119596	0.5049485	-0.3803304	0.5618516	0.4782859	-0.14658596	-0.5772709	0.46095192	0.488147	-0.5025492	0.55084485	-0.38113147	0.5328912	-0.5689412
0.02989765	-0.015950445	0.03009744	-0.064452246	-0.08490869	-0.054378945	0.00720384	0.10286629	-0.03332122	0.017830875	-0.051737137	0.049919195	0.007567055	-0.030987093	0.032593597	-0.0016822676
0.4654587	-0.5443321	-0.47227293	0.5463258	-0.53110224	0.60150385	0.45777076	0.060261235	-0.41859338	0.48856547	0.5415066	-0.5301994	0.50763905	-0.38528973	0.4639768	-0.52991253
-0.16286603	0.20617147	0.14041942	0.008686861	0.43647903	-0.11819075	-0.025592202	-0.47751737	0.10713132	-0.23375478	0.0022866426	0.044472825	-0.14318505	0.003566567	-0.08111077	0.13150062
0.23441891	-0.21964234	-0.40488726	0.59488815	0.1237944	0.43478972	0.6337329	-0.8067345	-0.37052652	0.060085256	0.6368059	-0.5384876	0.33947018	-0.524289	0.33876514	-0.36834824
-0.37219423	0.34103042	0.39122304	-0.33821627	0.2954038	-0.43516418	-0.35524863	0.08589542	0.35777798	-0.24769941	-0.37710837	0.3951977	-0.36973324	0.29910353	-0.3944791	0.3104211
-0.015055508	0.02557837	-0.0072960295	0.07390187	0.18445653	-0.027677592	0.07561322	-0.35637292	-0.050349087	-0.056079213	0.04038564	-0.025047423	0.034937963	-0.025144914	0.055954702	-0.036021575
0.07381731	-0.142253	-0.026195122	0.046609946	-0.16148901	0.022700269	0.005932971	0.2128344	-0.1627127	0.18572702	0.070279226	-0.021760255	0.0416009	-0.03600404	0.09471738	-0.07695469
